Cluster-1	total=31	enrichmentScore=7.888470376061848	phaseStdDev=4.846752261410203	"rhabdomere,Vision,visual perception,Phototransduction - fly,phototransduction,deactivation of rhodopsin mediated signaling,inaD signaling complex,Sensory transductionAnnotation Cluster 1"	Enrichment Score: 7.888470376061848								
Cluster-52	total=52	enrichmentScore=0.1162618863402038	phaseStdDev=5.271337059841645	"RNA polymerase II regulatory region sequence-specific DNA binding,Transcription,transcription, DNA-templated,DNA binding,Transcription regulation,transcription factor activity, sequence-specific DNA binding,sequence-specific DNA binding,positive regulation of transcription from RNA polymerase II promoter,Nucleus,DNA-bindingAnnotation Cluster 52"	Enrichment Score: 0.1162618863402038								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_MF_DIRECT	GO:0000977~RNA polymerase II regulatory region sequence-specific DNA binding	6	1.022146508	0.12429662	-2.7367135	6.246551867	"FBtr0301347, FBtr0300500, FBtr0074924, FBtr0100396, FBtr0076780, FBtr0307093, FBtr0076785, FBtr0346536"	425	58	9284	2.25979716	1	1
UP_KEYWORDS	Transcription	16	2.72572402	0.838726446	0.445688563	4.708933953	"FBtr0076603, FBtr0301347, FBtr0071320, FBtr0074924, FBtr0100153, FBtr0100396, FBtr0083736, FBtr0080325, FBtr0300179, FBtr0083126, FBtr0082311, FBtr0087511, FBtr0076694, FBtr0078787, FBtr0076785, FBtr0072129"	587	442	13921	0.858479731	1	0.921658986
GOTERM_BP_DIRECT	"GO:0006351~transcription, DNA-templated"	13	2.214650767	0.872376188	-0.738033929	6.171694655	"FBtr0301347, FBtr0071320, FBtr0074924, FBtr0100153, FBtr0100396, FBtr0083736, FBtr0080325, FBtr0300179, FBtr0079071, FBtr0083126, FBtr0342936, FBtr0087511, FBtr0076785, FBtr0072129"	463	376	10996	0.821124948	1	0.985803017
GOTERM_MF_DIRECT	GO:0003677~DNA binding	20	3.407155026	0.929392919	-0.249693381	4.444378803	"FBtr0072785, FBtr0071300, FBtr0071320, FBtr0074924, FBtr0100153, FBtr0100396, FBtr0300179, FBtr0083126, FBtr0089944, FBtr0083139, FBtr0081340, FBtr0310059, FBtr0310268, FBtr0087511, FBtr0086992, FBtr0333768, FBtr0077830, FBtr0078787, FBtr0075993, FBtr0076785, FBtr0072129"	425	555	9284	0.787196608	1	1
UP_KEYWORDS	Transcription regulation	13	2.214650767	0.938794055	0.344454923	5.050082399	"FBtr0301347, FBtr0071320, FBtr0074924, FBtr0100153, FBtr0100396, FBtr0083736, FBtr0080325, FBtr0300179, FBtr0083126, FBtr0082311, FBtr0076694, FBtr0076785, FBtr0072129"	587	416	13921	0.741109455	1	0.938794055
GOTERM_MF_DIRECT	"GO:0003700~transcription factor activity, sequence-specific DNA binding"	9	1.533219761	0.93935314	-1.104938909	6.359224021	"FBtr0301347, FBtr0300500, FBtr0071320, FBtr0074924, FBtr0100396, FBtr0076780, FBtr0307093, FBtr0076785, FBtr0346536, FBtr0072129, FBtr0344633"	425	275	9284	0.714917647	1	1
GOTERM_MF_DIRECT	GO:0043565~sequence-specific DNA binding	8	1.36286201	0.959989812	14.80579145	5.588181614	"FBtr0310268, FBtr0301347, FBtr0300500, FBtr0342936, FBtr0071320, FBtr0100396, FBtr0076780, FBtr0307093, FBtr0346536, FBtr0079071, FBtr0078070"	425	263	9284	0.664477745	1	1
GOTERM_BP_DIRECT	GO:0045944~positive regulation of transcription from RNA polymerase II promoter	6	1.022146508	0.965876421	2.060172167	3.309489613	"FBtr0301347, FBtr0071320, FBtr0074924, FBtr0100396, FBtr0073294, FBtr0076785"	463	228	10996	0.624985791	1	0.985803017
UP_KEYWORDS	Nucleus	33	5.621805792	0.995730565	-1.279398306	4.624251296	"FBtr0301347, FBtr0074924, FBtr0083736, FBtr0080325, FBtr0071090, FBtr0082403, FBtr0089944, FBtr0081599, FBtr0078070, FBtr0310268, FBtr0082311, FBtr0085320, FBtr0086992, FBtr0076694, FBtr0333768, FBtr0077567, FBtr0075347, FBtr0070477, FBtr0071320, FBtr0100153, FBtr0100396, FBtr0112376, FBtr0083126, FBtr0310059, FBtr0333255, FBtr0087512, FBtr0087511, FBtr0088742, FBtr0075074, FBtr0333253, FBtr0078342, FBtr0087891, FBtr0078787, FBtr0076785, FBtr0072129, FBtr0072841"	587	1134	13921	0.690133672	1	0.995730565
UP_KEYWORDS	DNA-binding	11	1.873935264	0.999238293	0.032952455	5.289618602	"FBtr0310268, FBtr0301347, FBtr0071320, FBtr0074924, FBtr0100153, FBtr0100396, FBtr0076785, FBtr0300179, FBtr0072129, FBtr0083126, FBtr0078070"	587	535	13921	0.487608464	1	0.999238293
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0070477	per-RA	3.093835	0	12.4	FlyBase per-RA	Figure for per-RA							
FBtr0075074	CSN1b-RA	2.200456	0	20.2	FlyBase CSN1b-RA	Figure for CSN1b-RA							
FBtr0071300	Bap111-RA	0.092512	0.021439	19.9	FlyBase Bap111-RA	Figure for Bap111-RA							
FBtr0083126	Cp190-RA	1.817785	0.009609	22.3	FlyBase Cp190-RA	Figure for Cp190-RA							
FBtr0089944	CG9272-RA	2.036115	0	4.2	FlyBase CG9272-RA	Figure for CG9272-RA							
FBtr0071320	lz-RA	0.243223	0.048636	21.7	FlyBase lz-RA	Figure for lz-RA							
FBtr0342936	vri-RE	0.605865	0.041225	12.1	FlyBase vri-RE	Figure for vri-RE							
FBtr0083736	cry-RA	4.887021	0	3.3	FlyBase cry-RA	Figure for cry-RA							
FBtr0076694	MED24-RA	1.741431	0	19.2	FlyBase MED24-RA	Figure for MED24-RA							
FBtr0072785	GV1-RB	1.348475	0.026614	2.7	FlyBase GV1-RB	Figure for GV1-RB							
FBtr0082403	RpL24-like-RA	2.841993	0.005379	22.2	FlyBase RpL24-like-RA	Figure for RpL24-like-RA							
FBtr0081599	CG1234-RA	2.238799	0.016774	20.4	FlyBase CG1234-RA	Figure for CG1234-RA							
FBtr0087512	LamC-RA	0.891057	0.048262	2.6	FlyBase LamC-RA	Figure for LamC-RA							
FBtr0087511	RpI1-RA	0.889764	0.014377	22.6	FlyBase RpI1-RA	Figure for RpI1-RA							
FBtr0071090	bys-RA	1.8072	0.016774	22.3	FlyBase bys-RA	Figure for bys-RA							
FBtr0072129	ken-RA	1.451404	0.034063	4	FlyBase ken-RA	Figure for ken-RA							
FBtr0077567	tim-RB	2.264476	0.005379	14.2	FlyBase tim-RB	Figure for tim-RB							
FBtr0088742	CSN7-RA	0.530499	0.031953	23.4	FlyBase CSN7-RA	Figure for CSN7-RA							
FBtr0100153	h-RB	0.899353	0.03782	7.5	FlyBase h-RB	Figure for h-RB							
FBtr0075993	CG11560-RA	1.745324	0.025327	21.2	FlyBase CG11560-RA	Figure for CG11560-RA							
FBtr0076603	DNApol-alpha50-RA	2.02496	0.017597	4.7	FlyBase DNApol-alpha50-RA	Figure for DNApol-alpha50-RA							
FBtr0073294	DOR-RD	1.0364	0.024683	3.7	FlyBase DOR-RD	Figure for DOR-RD							
FBtr0081340	Taf13-RA	1.299833	0.016774	1.1	FlyBase Taf13-RA	Figure for Taf13-RA							
FBtr0112376	CG34183-RA	1.622908	0.005379	20.4	FlyBase CG34183-RA	Figure for CG34183-RA							
FBtr0087891	Ak6-RA	1.371965	0.02585	22.9	FlyBase Ak6-RA	Figure for Ak6-RA							
FBtr0310059	mbl-RO	3.205839	NOTEST	0.3	FlyBase mbl-RO	Figure for mbl-RO							
FBtr0083139	CG6654-RA	0.561997	0.022309	21.7	FlyBase CG6654-RA	Figure for CG6654-RA							
FBtr0085320	Noa36-RA	1.413874	0.015683	20.1	FlyBase Noa36-RA	Figure for Noa36-RA							
FBtr0072841	Mfap1-RA	1.380338	0.02037	21.8	FlyBase Mfap1-RA	Figure for Mfap1-RA							
FBtr0079071	vri-RA	2.465159	0.005379	14	FlyBase vri-RA	Figure for vri-RA							
FBtr0076785	Clk-RA	2.798951	0.008018	0.9	FlyBase Clk-RA	Figure for Clk-RA							
FBtr0076780	Pdp1-RD	2.024671	0.017597	14.5	FlyBase Pdp1-RD	Figure for Pdp1-RD							
FBtr0344633	sr-RE	2.454506	0.016774	8	FlyBase sr-RE	Figure for sr-RE							
FBtr0074924	cyc-RA	1.608095	0.022309	23.2	FlyBase cyc-RA	Figure for cyc-RA							
FBtr0078070	Pph13-RA	2.06405	0.025327	19.1	FlyBase Pph13-RA	Figure for Pph13-RA							
FBtr0100396	ey-RD	1.42359	0.031953	3.1	FlyBase ey-RD	Figure for ey-RD							
FBtr0310268	mod-RC	4.489023	0.008018	22	FlyBase mod-RC	Figure for mod-RC							
FBtr0078787	RpII18-RA	1.989274	0.016774	23.3	FlyBase RpII18-RA	Figure for RpII18-RA							
FBtr0333253	tim-RM	4.829632	0	15.2	FlyBase tim-RM	Figure for tim-RM							
FBtr0300179	gol-RD	3.831244	0	12.7	FlyBase gol-RD	Figure for gol-RD							
FBtr0333255	tim-RO	3.080302	0	15.6	FlyBase tim-RO	Figure for tim-RO							
FBtr0077830	AIF-RA	0.590188	0.040404	19.1	FlyBase AIF-RA	Figure for AIF-RA							
FBtr0346536	Pdp1-RP	1.071997	0.008018	13	FlyBase Pdp1-RP	Figure for Pdp1-RP							
FBtr0080325	esc-RA	0.988369	0.041578	2.4	FlyBase esc-RA	Figure for esc-RA							
FBtr0086992	mbl-RB	1.373162	0.031588	19.6	FlyBase mbl-RB	Figure for mbl-RB							
FBtr0300500	Pdp1-RJ	2.828941	0	15.3	FlyBase Pdp1-RJ	Figure for Pdp1-RJ							
FBtr0078342	Tsr1-RA	1.483904	0.017597	21.9	FlyBase Tsr1-RA	Figure for Tsr1-RA							
FBtr0301347	Hr38-RD	3.417004	0	7.8	FlyBase Hr38-RD	Figure for Hr38-RD							
FBtr0307093	salr-RC	0.92951	0.039622	20.2	FlyBase salr-RC	Figure for salr-RC							
FBtr0333768	Smr-RG	0.645032	0.041225	9.6	FlyBase Smr-RG	Figure for Smr-RG							
FBtr0075347	Dbp73D-RA	0.882414	0.041225	22	FlyBase Dbp73D-RA	Figure for Dbp73D-RA							
FBtr0082311	MED7-RA	1.214754	0.039811	20.3	FlyBase MED7-RA	Figure for MED7-RA							
													
Cluster-53	total=4	enrichmentScore=0.10925498196138234	phaseStdDev=4.311166402929279	"Pheromone/general odorant binding protein,sensory perception of chemical stimulus,odorant bindingAnnotation Cluster 53"	Enrichment Score: 0.10925498196138234								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
INTERPRO	IPR006170:Pheromone/general odorant binding protein	3	0.511073254	0.649240391	-1.340735	4.938543665	"FBtr0075955, FBtr0085455, FBtr0085450"	534	45	10984	1.371285893	1	1
GOTERM_BP_DIRECT	GO:0007606~sensory perception of chemical stimulus	4	0.681431005	0.748968042	-1.02755475	4.311166403	"FBtr0075955, FBtr0085455, FBtr0072594, FBtr0085450"	463	92	10996	1.032585219	1	0.985803017
GOTERM_MF_DIRECT	GO:0005549~odorant binding	3	0.511073254	0.966865884	-1.340735	4.938543665	"FBtr0075955, FBtr0085455, FBtr0085450"	425	112	9284	0.58512605	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0085455	Obp99d-RA	2.18781	0.008018	1.9	FlyBase Obp99d-RA	Figure for Obp99d-RA							
FBtr0072594	dpr20-RA	0.567184	0.042001	23.9	FlyBase dpr20-RA	Figure for dpr20-RA							
FBtr0085450	Obp99a-RA	0.420666	0.052189	15.7	FlyBase Obp99a-RA	Figure for Obp99a-RA							
FBtr0075955	Obp69a-RA	1.40872	0.005379	2.4	FlyBase Obp69a-RA	Figure for Obp69a-RA							
													
Cluster-54	total=9	enrichmentScore=0.05974263451179723	phaseStdDev=5.106830494691967	"BTB,BTB/POZ-like,BTB/POZ fold,SM00868,Zinc finger, AD-type,ZnF_C2H2,Zinc finger, C2H2-like,Zinc finger C2H2-type/integrase DNA-binding domain,Zinc finger, C2H2Annotation Cluster 54"	Enrichment Score: 0.05974263451179723								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
SMART	SM00225:BTB	4	0.681431005	0.645872035	1.9988645	5.602573306	"FBtr0307047, FBtr0340041, FBtr0072129, FBtr0083126"	246	70	5218	1.212078978	1	1
INTERPRO	IPR000210:BTB/POZ-like	4	0.681431005	0.703601131	1.9988645	5.602573306	"FBtr0307047, FBtr0340041, FBtr0072129, FBtr0083126"	534	74	10984	1.111853426	1	1
INTERPRO	IPR011333:BTB/POZ fold	4	0.681431005	0.78794494	1.9988645	5.602573306	"FBtr0307047, FBtr0340041, FBtr0072129, FBtr0083126"	534	85	10984	0.967966512	1	1
SMART	SM00868:SM00868	3	0.511073254	0.921163388	21.794726	1.037613068	"FBtr0073380, FBtr0082417, FBtr0083139"	246	87	5218	0.731426969	1	1
INTERPRO	"IPR012934:Zinc finger, AD-type"	3	0.511073254	0.942128885	21.794726	1.037613068	"FBtr0073380, FBtr0082417, FBtr0083139"	534	92	10984	0.670737665	1	1
SMART	SM00355:ZnF_C2H2	8	1.36286201	0.975214845	1.262256125	5.067581131	"FBtr0307047, FBtr0073380, FBtr0082417, FBtr0307093, FBtr0072129, FBtr0344633, FBtr0083126, FBtr0083139"	246	271	5218	0.626166262	1	1
INTERPRO	"IPR015880:Zinc finger, C2H2-like"	8	1.36286201	0.979833881	1.262256125	5.067581131	"FBtr0307047, FBtr0073380, FBtr0082417, FBtr0307093, FBtr0072129, FBtr0344633, FBtr0083126, FBtr0083139"	534	271	10984	0.607211465	1	1
INTERPRO	IPR013087:Zinc finger C2H2-type/integrase DNA-binding domain	6	1.022146508	0.986501877	0.2766855	4.330240061	"FBtr0073380, FBtr0082417, FBtr0307093, FBtr0072129, FBtr0344633, FBtr0083139"	534	225	10984	0.548514357	1	1
INTERPRO	"IPR007087:Zinc finger, C2H2"	8	1.36286201	0.989805242	1.262256125	5.067581131	"FBtr0307047, FBtr0073380, FBtr0082417, FBtr0307093, FBtr0072129, FBtr0344633, FBtr0083126, FBtr0083139"	534	293	10984	0.561618796	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0340041	CG16952-RE	1.585796	0.017597	19.5	FlyBase CG16952-RE	Figure for CG16952-RE							
FBtr0083139	CG6654-RA	0.561997	0.022309	21.7	FlyBase CG6654-RA	Figure for CG6654-RA							
FBtr0072129	ken-RA	1.451404	0.034063	4	FlyBase ken-RA	Figure for ken-RA							
FBtr0307047	chinmo-RH	1.335238	0.017597	10.1	FlyBase chinmo-RH	Figure for chinmo-RH							
FBtr0073380	CG2202-RA	1.542833	0.026614	23.1	FlyBase CG2202-RA	Figure for CG2202-RA							
FBtr0082417	CG18764-RA	0.216922	0.039373	20.6	FlyBase CG18764-RA	Figure for CG18764-RA							
FBtr0344633	sr-RE	2.454506	0.016774	8	FlyBase sr-RE	Figure for sr-RE							
FBtr0307093	salr-RC	0.92951	0.039622	20.2	FlyBase salr-RC	Figure for salr-RC							
FBtr0083126	Cp190-RA	1.817785	0.009609	22.3	FlyBase Cp190-RA	Figure for Cp190-RA							
													
Cluster-55	total=8	enrichmentScore=0.05540803056651057	phaseStdDev=2.4578763429609793	"mRNA binding,RRM,Nucleotide-binding, alpha-beta plait,RNA recognition motif domain,nucleotide bindingAnnotation Cluster 55"	Enrichment Score: 0.05540803056651057								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
GOTERM_MF_DIRECT	GO:0003729~mRNA binding	7	1.192504259	0.799659936	0.003553571	2.360730331	"FBtr0310268, FBtr0082066, FBtr0073233, FBtr0304001, FBtr0086738, FBtr0331842, FBtr0089318"	425	171	9284	0.894227726	1	1
SMART	SM00360:RRM	5	0.851788756	0.846489846	0.3941424	1.527702058	"FBtr0310268, FBtr0082066, FBtr0073233, FBtr0304001, FBtr0086738"	246	125	5218	0.848455285	1	1
INTERPRO	"IPR012677:Nucleotide-binding, alpha-beta plait"	6	1.022146508	0.896713875	-0.214837	1.949147043	"FBtr0310268, FBtr0082066, FBtr0073233, FBtr0345529, FBtr0304001, FBtr0086738"	534	161	10984	0.766557331	1	1
INTERPRO	IPR000504:RNA recognition motif domain	5	0.851788756	0.898858751	0.3941424	1.527702058	"FBtr0310268, FBtr0082066, FBtr0073233, FBtr0304001, FBtr0086738"	534	135	10984	0.761825496	1	1
GOTERM_MF_DIRECT	GO:0000166~nucleotide binding	6	1.022146508	0.968472773	-0.214837	1.949147043	"FBtr0310268, FBtr0082066, FBtr0073233, FBtr0345529, FBtr0304001, FBtr0086738"	425	212	9284	0.618246393	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0331842	CG7564-RB	1.393129	0.018529	2.5	FlyBase CG7564-RB	Figure for CG7564-RB							
FBtr0073233	CG1316-RA	1.011323	0.037102	0.7	FlyBase CG1316-RA	Figure for CG1316-RA							
FBtr0086738	pAbp-RA	1.539777	0	1	FlyBase pAbp-RA	Figure for pAbp-RA							
FBtr0304001	Rbp1-like-RB	0.997224	0.045606	2.6	FlyBase Rbp1-like-RB	Figure for Rbp1-like-RB							
FBtr0089318	mRpL13-RA	1.068393	0.040599	19.5	FlyBase mRpL13-RA	Figure for mRpL13-RA							
FBtr0345529	Achl-RB	4.000025	0	20.7	FlyBase Achl-RB	Figure for Achl-RB							
FBtr0082066	RnpS1-RA	0.550664	0.040967	23.7	FlyBase RnpS1-RA	Figure for RnpS1-RA							
FBtr0310268	mod-RC	4.489023	0.008018	22	FlyBase mod-RC	Figure for mod-RC							
													
Cluster-56	total=30	enrichmentScore=0.04664364577772682	phaseStdDev=6.082039343225065	"transmembrane region,Cytoplasmic,ExtracellularAnnotation Cluster 56"	Enrichment Score: 0.04664364577772682								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_SEQ_FEATURE	transmembrane region	29	4.940374787	0.753974756	1.6741015	6.082039343	"FBtr0074046, FBtr0084949, FBtr0301847, FBtr0082526, FBtr0301763, FBtr0300179, FBtr0085733, FBtr0077181, FBtr0079382, FBtr0083663, FBtr0088905, FBtr0080291, FBtr0075023, FBtr0074695, FBtr0088471, FBtr0070494, FBtr0110850, FBtr0085405, FBtr0112890, FBtr0081890, FBtr0305056, FBtr0072706, FBtr0078023, FBtr0078785, FBtr0088141, FBtr0077576, FBtr0074344, FBtr0073955, FBtr0331356, FBtr0076688"	171	566	3113	0.932748538	1	1
UP_SEQ_FEATURE	topological domain:Cytoplasmic	15	2.555366269	0.978513961	12.8645276	6.265194549	"FBtr0070494, FBtr0084949, FBtr0110850, FBtr0082526, FBtr0301763, FBtr0300179, FBtr0112890, FBtr0079382, FBtr0080291, FBtr0072706, FBtr0088471, FBtr0088141, FBtr0077576, FBtr0073955, FBtr0331356"	171	397	3113	0.687834195	1	1
UP_SEQ_FEATURE	topological domain:Extracellular	11	1.873935264	0.982076301	12.43121091	4.493588759	"FBtr0079382, FBtr0080291, FBtr0084949, FBtr0072706, FBtr0088471, FBtr0088141, FBtr0077576, FBtr0301763, FBtr0300179, FBtr0112890, FBtr0331356"	171	312	3113	0.641831609	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0073955	eag-RA	1.561187	0.024683	23.1	FlyBase eag-RA	Figure for eag-RA							
FBtr0331356	trp-RB	1.2372	0.038189	10.8	FlyBase trp-RB	Figure for trp-RB							
FBtr0085405	Cisd2-RA	1.253636	0.032438	21.5	FlyBase Cisd2-RA	Figure for Cisd2-RA							
FBtr0080291	Rh5-RA	0.239806	0.038871	13.6	FlyBase Rh5-RA	Figure for Rh5-RA							
FBtr0301847	NKAIN-RF	0.506805	0.043022	6	FlyBase NKAIN-RF	Figure for NKAIN-RF							
FBtr0082526	ClC-a-RA	2.548275	0.008018	22.4	FlyBase ClC-a-RA	Figure for ClC-a-RA							
FBtr0078023	ninaA-RA	4.031921	0	20.5	FlyBase ninaA-RA	Figure for ninaA-RA							
FBtr0077576	Hydr2-RA	0.701901	0.047552	10.3	FlyBase Hydr2-RA	Figure for Hydr2-RA							
FBtr0079382	nrv2-RA	1.652795	0.016774	7.3	FlyBase nrv2-RA	Figure for nrv2-RA							
FBtr0081890	Dhod-RA	0.776192	0.042671	23.1	FlyBase Dhod-RA	Figure for Dhod-RA							
FBtr0074344	CG4928-RA	2.321806	0.009609	2.5	FlyBase CG4928-RA	Figure for CG4928-RA							
FBtr0088141	Drip-RA	2.875508	0.005379	9.6	FlyBase Drip-RA	Figure for Drip-RA							
FBtr0110850	LPCAT-RB	0.338262	0.011589	10.7	FlyBase LPCAT-RB	Figure for LPCAT-RB							
FBtr0085733	Alp4-RA	0.66455	0.031037	22.9	FlyBase Alp4-RA	Figure for Alp4-RA							
FBtr0088905	Cyt-b5-RB	2.80502	0.005379	1.3	FlyBase Cyt-b5-RB	Figure for Cyt-b5-RB							
FBtr0076688	CdsA-RA	3.121981	0.008018	22.3	FlyBase CdsA-RA	Figure for CdsA-RA							
FBtr0075023	CG6836-RA	1.553018	0.028494	23.3	FlyBase CG6836-RA	Figure for CG6836-RA							
FBtr0084949	boss-RA	3.823085	0	23.4	FlyBase boss-RA	Figure for boss-RA							
FBtr0083663	CG31229-RA	1.708218	0.017597	23.8	FlyBase CG31229-RA	Figure for CG31229-RA							
FBtr0078785	CG1161-RA	0.294585	0.019558	23.6	FlyBase CG1161-RA	Figure for CG1161-RA							
FBtr0088471	trpl-RA	2.006272	0.005379	9.3	FlyBase trpl-RA	Figure for trpl-RA							
FBtr0074046	CG7872-RA	1.836422	0.013115	21.4	FlyBase CG7872-RA	Figure for CG7872-RA							
FBtr0305056	NKAIN-RK	1.5359	0.031588	7.6	FlyBase NKAIN-RK	Figure for NKAIN-RK							
FBtr0300179	gol-RD	3.831244	0	12.7	FlyBase gol-RD	Figure for gol-RD							
FBtr0112890	fz2-RC	1.085078	0.038871	11.2	FlyBase fz2-RC	Figure for fz2-RC							
FBtr0070494	Syx4-RA	1.092693	0.043544	0	FlyBase Syx4-RA	Figure for Syx4-RA							
FBtr0074695	CG7990-RA	1.100241	0.043544	23.8	FlyBase CG7990-RA	Figure for CG7990-RA							
FBtr0072706	cue-RA	0.853345	0.016774	18.8	FlyBase cue-RA	Figure for cue-RA							
FBtr0077181	CG10674-RA	0.106541	0.03836	21.6	FlyBase CG10674-RA	Figure for CG10674-RA							
FBtr0301763	Nrg-RE	1.818608	0.016774	9.7	FlyBase Nrg-RE	Figure for Nrg-RE							
													
Cluster-57	total=26	enrichmentScore=0.042897362125290064	phaseStdDev=5.875944421315053	"Glycoprotein,disulfide bond,N-linked (GlcNAc...),signal peptideAnnotation Cluster 57"	Enrichment Score: 0.042897362125290064								
category	term	count	percent	pValue	avgPhase	phaseStdDev	transcriptList	total	popHits	popTotal	foldChange	bonfer	FDR
UP_KEYWORDS	Glycoprotein	20	3.407155026	0.72038644	2.449612857	5.323829289	"FBtr0112803, FBtr0075679, FBtr0073375, FBtr0073011, FBtr0084949, FBtr0301847, FBtr0273437, FBtr0301763, FBtr0112890, FBtr0302895, FBtr0085733, FBtr0079382, FBtr0305056, FBtr0080291, FBtr0078023, FBtr0072706, FBtr0075023, FBtr0071537, FBtr0074344, FBtr0073955, FBtr0073217"	587	503	13921	0.942962328	1	0.921658986
UP_SEQ_FEATURE	disulfide bond	10	1.703577513	0.961732368	0.3901572	6.982979187	"FBtr0075955, FBtr0079382, FBtr0080291, FBtr0085450, FBtr0302639, FBtr0072706, FBtr0301763, FBtr0112890, FBtr0073217, FBtr0085733"	171	265	3113	0.686968995	1	1
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	16	2.72572402	0.980777623	1.622424588	5.454357291	"FBtr0112803, FBtr0084949, FBtr0301847, FBtr0301763, FBtr0112890, FBtr0302895, FBtr0085733, FBtr0079382, FBtr0305056, FBtr0080291, FBtr0078023, FBtr0072706, FBtr0075023, FBtr0071537, FBtr0074344, FBtr0073955, FBtr0073217"	171	423	3113	0.688593035	1	1
UP_SEQ_FEATURE	signal peptide	15	2.555366269	0.991334545	-0.133405333	5.822501905	"FBtr0112803, FBtr0075955, FBtr0073375, FBtr0072164, FBtr0084949, FBtr0301763, FBtr0300179, FBtr0112890, FBtr0302895, FBtr0085733, FBtr0085450, FBtr0078023, FBtr0072706, FBtr0071537, FBtr0073217"	171	427	3113	0.639508608	1	1
GeneID	Symbol	RP24	q-value	Phase	FlybaseLink	Figure							
FBtr0302639	Pka-R1-RX	1.192264	0.022309	0.6	FlyBase Pka-R1-RX	Figure for Pka-R1-RX							
FBtr0080291	Rh5-RA	0.239806	0.038871	13.6	FlyBase Rh5-RA	Figure for Rh5-RA							
FBtr0112803	Fas1-RD	0.953273	0.037102	2.9	FlyBase Fas1-RD	Figure for Fas1-RD							
FBtr0301847	NKAIN-RF	0.506805	0.043022	6	FlyBase NKAIN-RF	Figure for NKAIN-RF							
FBtr0071537	Treh-RA	1.492758	0.025327	1.8	FlyBase Treh-RA	Figure for Treh-RA							
FBtr0078023	ninaA-RA	4.031921	0	20.5	FlyBase ninaA-RA	Figure for ninaA-RA							
FBtr0072164	EbpIII-RA	0.35403	0.011589	20.5	FlyBase EbpIII-RA	Figure for EbpIII-RA							
FBtr0073217	Ero1L-RB	1.174727	0.03296	21.7	FlyBase Ero1L-RB	Figure for Ero1L-RB							
FBtr0073375	Con-RA	1.408152	0.019558	2.5	FlyBase Con-RA	Figure for Con-RA							
FBtr0075955	Obp69a-RA	1.40872	0.005379	2.4	FlyBase Obp69a-RA	Figure for Obp69a-RA							
FBtr0073011	spz5-RA	2.55774	0.009609	4.4	FlyBase spz5-RA	Figure for spz5-RA							
FBtr0073955	eag-RA	1.561187	0.024683	23.1	FlyBase eag-RA	Figure for eag-RA							
FBtr0079382	nrv2-RA	1.652795	0.016774	7.3	FlyBase nrv2-RA	Figure for nrv2-RA							
