#transcriptID	transcriptSymbol	chrom	strand	positions
FBtr0083303	CG14903-RA	3R	-	16573753:16579753,16573401:16573533
FBtr0299606	CG42268-RD	3L	-	9760396:9766396,9753434:9759948
FBtr0343148	CG1998-RC	X	-	13412869:13418869,13412417:13412487
FBtr0072225	CG4882-RA	2R	-	23882401:23888401,23882061:23882115
FBtr0301386	Fmr1-RF	3R	-	10108343:10114343,10107480:10108230
FBtr0076150	CG33271-RA	3L	-	11577496:11583496
FBtr0345030	Argk-RH	3L	-	9050357:9056357
FBtr0415454	CG46270-RA	3R	-	10428425:10434425
FBtr0100129	CG15117-RC	2R	-	19127220:19133220,19124941:19127192
FBtr0339117	tor-RD	2R	-	7709185:7715185,7708726:7708793
FBtr0343635	rictor-RC	X	-	19259844:19265844,19259647:19259717
FBtr0335495	Pka-C1-RD	2L	-	9699298:9705298,9698234:9698702
FBtr0331303	CG3711-RD	X	-	927583:933583,926634:926696
FBtr0091454	Nmdar2-RB	X	-	1507809:1513809,1493263:1507430
FBtr0070494	Syx4-RA	X	-	2744077:2750077,2742798:2743451
FBtr0112489	CG34293-RA	3R	-	27165576:27171576,27165371:27165432
FBtr0084513	CG12268-RA	3R	-	23948425:23954425,23946863:23948339
FBtr0306805	CG9626-RB	3R	-	8300979:8306979,8299949:8300849
FBtr0330727	Ziz-RI	2L	-	7496308:7502308,7483628:7495513
FBtr0072539	Dic61B-RA	3L	-	152590:158590,152273:152341
FBtr0333270	bab1-RE	3L	-	1101090:1107090,1040355:1099101
FBtr0078575	Arf79F-RC	3L	-	22871088:22877088,22870151:22870847
FBtr0083490	CG7523-RA	3R	-	17670896:17676896,17670538:17670655
FBtr0307076	Abi-RC	3R	-	14122421:14128421,14122113:14122363
FBtr0071040	CG14434-RA	X	-	6852639:6858639
FBtr0083721	Smu1-RA	3R	-	18980967:18986967,18980752:18980820
FBtr0300995	CG32767-RD	X	-	5083026:5089026,5082240:5083001
FBtr0088438	Pka-R2-RB	2R	-	10026043:10032043,10024203:10025829
FBtr0310065	tay-RB	X	-	15887312:15893312,15885944:15887038
FBtr0079367	CG18304-RA	2L	-	6942815:6948815,6940952:6942144
FBtr0072561	Reg-2-RA	3L	-	606570:612570,606286:606343
FBtr0392900	CG17931-RE	3R	-	16359467:16365467,16358789:16359135
FBtr0086023	l(2)k09848-RA	2R	-	6076368:6082368,6076115:6076171
FBtr0082010	Prosbeta3-RA	3R	-	9006227:9012227
FBtr0308804	LSm7-RB	2L	-	16743101:16749101,16742987:16743046
FBtr0336964	Ir11a-RB	X	-	12377756:12383756,12377207:12377316
FBtr0076144	CG14137-RA	3L	-	11599948:11605948
FBtr0083754	mRpL55-RA	3R	-	19094906:19100906,19094586:19094642
FBtr0300816	CG17279-RB	3R	-	21050944:21056944,21050830:21050891
FBtr0331462	nSyb-RK	3L	-	1637613:1643613,1637270:1637559
FBtr0301338	Pvr-RG	2L	-	8239879:8245879,8230332:8239692
FBtr0300316	Sfp70A4-RA	3L	-	13296861:13302861
FBtr0332108	DIP2-RC	3L	-	257955:263955,257202:257553
FBtr0079851	Pka-C1-RB	2L	-	9699298:9705298,9698234:9699115
FBtr0082187	tws-RF	3R	-	10135332:10141332,10135065:10135257
FBtr0273434	mtd-RU	3R	-	5323848:5329848,5323126:5323665
FBtr0331705	Nep5-RE	3R	-	27063779:27069779,27061559:27063280
FBtr0300747	Kcmf1-RH	3R	-	9014223:9020223,9013493:9014130
FBtr0070659	CG15578-RA	X	-	4277962:4283962
FBtr0084584	GatB-RA	3R	-	24130256:24136256,24130069:24130122
FBtr0074366	Sep4-RF	X	-	16695145:16701145,16694420:16694831
FBtr0084845	Muc96D-RA	3R	-	25400646:25406646,25400541:25400603
FBtr0083447	Sur-8-RA	3R	-	17402516:17408516,17399602:17402144
FBtr0080634	Pburs-RA	2L	-	14417332:14423332,14417006:14417064
FBtr0088170	Fpps-RA	2R	-	11307529:11313529,11306960:11307261
FBtr0331649	CG15385-RB	2L	-	2212572:2218572,2212092:2212279
FBtr0089617	tra2-RA	2R	-	14604338:14610338,14604124:14604197
FBtr0082906	CG9722-RA	3R	-	14153830:14159830
FBtr0343293	RpS5a-RC	X	-	17148265:17154265,17147201:17147688
FBtr0076673	Idh-RG	3L	-	8360476:8366476,8358716:8360329
FBtr0074655	CG7280-RA	X	-	18848567:18854567,18847319:18847382
FBtr0344095	grsm-RF	3R	-	12967713:12973713,12967379:12967454
FBtr0087464	CG10202-RA	2R	-	14819988:14825988,14818916:14818988
FBtr0334488	Sox102F-RC	4	-	804081:810081,803328:803846
FBtr0329906	toc-RG	2L	-	3086492:3092492,3081269:3086004
FBtr0087796	CG13324-RA	2R	-	13049657:13055657
FBtr0074859	CG7298-RA	3L	-	20203688:20209688,20203504:20203596
FBtr0113111	CG9815-RB	2R	-	23425990:23431990,23422567:23425841
FBtr0077662	toc-RA	2L	-	3144787:3150787,3127791:3144339
FBtr0339894	alpha-Cat-RB	3L	-	23338101:23344101,23334741:23337875
FBtr0070827	Shmt-RA	X	-	5916798:5922798,5916480:5916551
FBtr0340311	Ranbp16-RH	X	-	15933868:15939868,15933539:15933601
FBtr0073600	CG11802-RA	X	-	11872780:11878780
FBtr0301883	Fak-RG	2R	-	19437260:19443260,19436644:19437215
FBtr0072633	LysP-RA	3L	-	1218697:1224697
FBtr0113295	ppk15-RB	3R	-	26403657:26409657,26403465:26403529
FBtr0299562	Cpr62Bb-RB	3L	-	1835165:1841165,1834684:1834869
FBtr0075019	nes-RA	3L	-	19260680:19266680,19260231:19260533
FBtr0077870	erm-RA	2L	-	1954554:1960554,1952880:1954314
FBtr0334642	Nep4-RC	3R	-	20659905:20665905,20656453:20659518
FBtr0072239	CG4797-RB	2R	-	23818328:23824328,23815602:23818051
FBtr0273183	CG42231-RA	2L	-	16352629:16358629,16343305:16351927
FBtr0082780	Ace-RA	3R	-	13258778:13264778,13246655:13258303
FBtr0089092	myo-RA	4	-	696056:702056,694417:695697
FBtr0073595	pot-RB	X	-	11917261:11923261,11913447:11917069
FBtr0334094	ND-SGDH-RB	3L	-	12138474:12144474,12138246:12138317
FBtr0303294	pdgy-RB	X	-	14952010:14958010,14951806:14951917
FBtr0345982	CG10932-RB	X	-	7888786:7894786
FBtr0344099	CG45002-RF	X	-	17018400:17024400,17015225:17018126
FBtr0300128	Cyp6a9-RB	2R	-	14881373:14887373,14880178:14880231
FBtr0089321	CG10638-RA	3L	-	12501312:12507312,12499489:12501165
FBtr0070626	lva-RC	X	-	3965328:3971328,3964639:3964701
FBtr0082522	CG6950-RD	3R	-	11822242:11828242,11821820:11822192
FBtr0082183	Best1-RA	3R	-	10170488:10176488,10167462:10170192
FBtr0083618	CG7208-RB	3R	-	18185398:18191398,18185146:18185261
FBtr0080229	CG6201-RA	2L	-	11113062:11119062,11112432:11112493
FBtr0333521	nej-RE	X	-	9686659:9692659,9684152:9686639
FBtr0075796	Rgl-RC	3L	-	13922298:13928298,13922002:13922072
FBtr0081807	Ada2b-RA	3R	-	8240516:8246516,8239607:8240310
FBtr0330046	Mvl-RH	3R	-	21060801:21066801,21058469:21060745
FBtr0088813	kermit-RD	2R	-	8149436:8155436,8148396:8149308
FBtr0079215	Fbw5-RA	2L	-	6065954:6071954,6065251:6065304
FBtr0113310	CG15537-RB	3R	-	30443600:30449600,30438377:30443191
FBtr0082663	CG14391-RA	3R	-	12694843:12700843
FBtr0113154	Culd-RE	3L	-	8356297:8362297,8355943:8356005
FBtr0334875	CG14506-RC	3R	-	29297181:29303181,29296973:29297055
FBtr0303898	nAChRalpha6-RG	2L	-	9886251:9892251,9878026:9885932
FBtr0072022	SkpF-RA	2R	-	23458760:23464760
FBtr0340489	sno-RB	X	-	13211675:13217675,13206830:13211100
FBtr0473364	for-RN	2L	-	3646139:3652139,3634406:3645856
FBtr0309845	drpr-RC	3L	-	1731108:1737108,1724226:1730525
FBtr0085078	CG6296-RA	3R	-	27005470:27011470,27005364:27005418
FBtr0330407	a6-RB	X	-	1695890:1701890,1695475:1695532
FBtr0302972	GLS-RF	2R	-	12674524:12680524,12673340:12674206
FBtr0081312	CG10481-RB	2L	-	19892551:19898551,19892399:19892461
FBtr0330255	sky-RJ	2L	-	20918932:20924932,20917143:20918799
FBtr0088726	CG30355-RA	2R	-	8679954:8685954,8679437:8679494
FBtr0334700	Sulf1-RC	3R	-	16339576:16345576,16330957:16339311
FBtr0332496	Syx4-RB	X	-	2742959:2748959,2742798:2742917
FBtr0332065	Ldh-RB	3L	-	6262695:6268695,6260885:6262559
FBtr0273348	CG13305-RB	3L	-	8646823:8652823,8645289:8645749
FBtr0074952	Trpml-RA	3L	-	19718329:19724329,19716999:19717700
FBtr0333363	msn-RG	3L	-	2586541:2592541,2585739:2586403
FBtr0113118	CG2765-RC	2R	-	24962591:24968591,24961748:24962343
FBtr0073695	CG4407-RA	X	-	12903517:12909517,12902967:12903329
FBtr0111077	Dscam1-RBE	2R	-	7381870:7387870,7377715:7381471
FBtr0343607	CG5708-RC	2L	-	10226809:10232809,10225966:10226665
FBtr0344235	CG16959-RE	3L	-	15125322:15131322,15124325:15125261
FBtr0082898	CG9631-RA	3R	-	14226763:14232763,14226437:14226510
FBtr0113681	eIF4B-RA	3L	-	27858272:27864272,27857936:27858191
FBtr0112688	spri-RA	X	-	10585423:10591423,10578607:10584910
FBtr0347275	CG46059-RA	2L	-	19183601:19189601,19183462:19183512
FBtr0074076	CG15642-RA	X	-	15467530:15473530,15467268:15467353
FBtr0089641	CG11319-RA	2L	-	6601069:6607069,6587144:6600611
FBtr0082776	CG15887-RA	3R	-	13288814:13294814,13288296:13288592
FBtr0112408	CG34215-RA	2R	-	6831794:6837794,6831497:6831551
FBtr0329928	Socs36E-RD	2L	-	18152418:18158418,18142581:18152040
FBtr0273237	CG10948-RD	3L	-	12849792:12855792,12849096:12849158
FBtr0084790	CG31111-RA	3R	-	25056178:25062178,25055885:25056035
FBtr0075820	CG10089-RD	3L	-	13474544:13480544,13469863:13474297
FBtr0306808	ced-6-RD	2R	-	9444938:9450938,9437733:9444673
FBtr0309177	CG43446-RB	3R	-	20987937:20993937,20987266:20987332
FBtr0331528	CG3634-RB	3L	-	20809273:20815273,20809188:20809244
FBtr0301465	mu2-RC	3L	-	1947476:1953476,1947281:1947339
FBtr0334892	CG33111-RD	3R	-	23819238:23825238,23818612:23818981
FBtr0344536	CG45089-RB	X	-	7893562:7899562
FBtr0085056	TwdlL-RA	3R	-	26625653:26631653,26625524:26625588
FBtr0339176	RpL34b-RC	3R	-	9401021:9407021,9400879:9400942
FBtr0074415	Ubr1-RA	X	-	16968680:16974680,16967862:16968510
FBtr0075699	bmm-RA	3L	-	14786413:14792413,14779023:14785919
FBtr0077910	Rim2-RA	2L	-	1724389:1730389,1718904:1723882
FBtr0086020	Ars2-RD	2R	-	6085437:6091437,6085032:6085086
FBtr0082439	CG6830-RA	3R	-	11684343:11690343,11683666:11683959
FBtr0114523	CG30403-RB	2R	-	21711614:21717614,21710670:21711121
FBtr0084291	CCT1-RA	3R	-	22491440:22497440,22491022:22491259
FBtr0310499	CG17724-RB	2R	-	13185113:13191113,13179014:13184777
FBtr0086544	Fak-RC	2R	-	19437194:19443194,19436644:19437051
FBtr0088867	CG14762-RA	2R	-	8013756:8019756,8012881:8013072
FBtr0332698	CG42674-RF	3L	-	20198318:20204318,20197803:20197912
FBtr0086149	Trap1-RA	2R	-	6636263:6642263,6635779:6635855
FBtr0333139	CG14984-RC	3L	-	3952551:3958551,3951877:3952261
FBtr0081407	CG31677-RA	2L	-	20604197:20610197
FBtr0300374	DIP1-RF	X	-	21630149:21636149,21629793:21629974
FBtr0073124	Cht7-RA	3L	-	3106959:3112959,3097745:3106674
FBtr0334605	Gclm-RB	3R	-	22686511:22692511
FBtr0088091	tou-RA	2R	-	11616046:11622046,11592176:11615579
FBtr0300826	CG17816-RF	3R	-	7886734:7892734,7872119:7885854
FBtr0086951	APC10-RA	2R	-	17518187:17524187,17517912:17517971
FBtr0081771	CG2993-RA	3R	-	7810015:7816015,7808327:7809039
FBtr0075353	zetaCOP-RB	3L	-	16673538:16679538,16673425:16673482
FBtr0112381	CG34188-RA	2R	-	15428024:15434024,15427547:15427600
FBtr0074759	Ranbp21-RA	X	-	19651864:19657864,19651318:19651403
FBtr0343145	Kap3-RM	X	-	11339589:11345589,11338790:11339214
FBtr0087569	CG8485-RA	2R	-	14239704:14245704,14239191:14239451
FBtr0306814	Eip75B-RF	3L	-	18064697:18070697,18060855:18064511
FBtr0112868	Arp2-RB	X	-	16553952:16559952,16553559:16553781
FBtr0344763	Fer1HCH-RJ	3R	-	30387620:30393620,30387410:30387464
FBtr0345472	CG5773-RC	2R	-	18043673:18049673,18043422:18043514
FBtr0089998	Prosalpha7-RA	2R	-	9847837:9853837,9847639:9847697
FBtr0333531	PsGEF-RG	X	-	2387665:2393665,2385734:2387413
FBtr0345584	Spn47C-RC	2R	-	10941739:10947739,10941615:10941689
FBtr0077125	Sse-RA	3L	-	5662248:5668248,5661998:5662082
FBtr0081184	CG15170-RA	2L	-	18990234:18996234,18990088:18990155
FBtr0089218	CaMKII-RA	4	-	1051379:1057379,1050610:1051343
FBtr0333379	CG3386-RD	3L	-	682062:688062,681787:681857
FBtr0331507	CG43780-RA	3L	-	7335227:7341227,7334899:7335080
FBtr0077343	CG12446-RA	X	-	22811936:22817936
FBtr0333768	Smr-RG	X	-	12742445:12748445,12741642:12742319
FBtr0346819	Wnk-RN	3L	-	21554929:21560929,21554181:21554381
FBtr0073926	CG11674-RA	X	-	14225880:14231880,14225271:14225332
FBtr0301037	CG33228-RB	2R	-	24669331:24675331,24669097:24669152
FBtr0343874	CG31624-RC	2L	-	21200077:21206077,21199958:21200011
FBtr0308590	Dgk-RI	2R	-	7847418:7853418,7845200:7846756
FBtr0070414	temp-RA	X	-	2262516:2268516,2261855:2261951
FBtr0079272	retm-RA	2L	-	6455930:6461930,6453058:6455535
FBtr0082159	Whamy-RA	3R	-	9774420:9780420,9773636:9774311
FBtr0331513	orb2-RC	3L	-	8953235:8959235,8949760:8952819
FBtr0077292	CG15452-RA	X	-	20745966:20751966,20745421:20745681
FBtr0075148	Eip75B-RB	3L	-	18059599:18065599,17992997:18058237
FBtr0306589	l(2)gl-RG	2L	-	21377:27377,20016:21136
FBtr0331385	CG14818-RB	X	-	1879775:1885775,1879559:1879656
FBtr0290064	acj6-RF	X	-	15379065:15385065,15371689:15378189
FBtr0075037	CG3797-RA	3L	-	19062817:19068817,19061936:19062003
FBtr0073405	Ork1-RA	X	-	10891251:10897251,10886158:10890641
FBtr0333451	CG15822-RF	3L	-	2163864:2169864,2161930:2163740
FBtr0343199	ord-RB	2R	-	23273800:23279800,23273666:23273724
FBtr0076737	Arp3-RA	3L	-	8115903:8121903,8115589:8115682
FBtr0087889	Sin3A-RD	2R	-	12592918:12598918,12586073:12592329
FBtr0332598	Shawl-RD	2L	-	9415157:9421157,9406264:9414787
FBtr0076986	Vps8-RA	3L	-	6495298:6501298,6495022:6495089
FBtr0087757	CG4712-RB	2R	-	13251725:13257725,13249498:13250009
FBtr0299821	CG14077-RB	3L	-	18914151:18920151,18913902:18913956
FBtr0077909	Eno-RA	2L	-	1727718:1733718,1726656:1727646
FBtr0076650	Nelf-E-RA	3L	-	8600880:8606880,8600605:8600663
FBtr0091908	His2B:CG33904-RA	2L	-	21438765:21444765
FBtr0339635	achi-RD	2R	-	12514399:12520399,12514262:12514344
FBtr0089901	Pten-RE	2L	-	10259988:10265988,10259414:10259476
FBtr0073256	VhaM9.7-c-RA	3L	-	4186866:4192866
FBtr0079028	CG31918-RA	2L	-	5058249:5064249
FBtr0089342	lola-RE	2R	-	10534355:10540355,10533969:10534178
FBtr0073842	g-RB	X	-	13736279:13742279,13734739:13735942
FBtr0340488	sno-RA	X	-	13211675:13217675,13206830:13211100
FBtr0073989	CG14407-RA	X	-	14838199:14844199,14837754:14837814
FBtr0112532	CG34330-RA	X	-	19068893:19074893
FBtr0339141	CG15537-RC	3R	-	30443600:30449600,30438377:30443191
FBtr0336793	CG44174-RA	3R	-	19297696:19303696
FBtr0346376	Atg8a-RC	X	-	10766657:10772657,10765803:10766330
FBtr0307109	CG43362-RA	2L	-	18291463:18297463,18291340:18291398
FBtr0336692	Tao-RJ	X	-	19579801:19585801,19577595:19579398
FBtr0306787	Dscam1-RBW	2R	-	7381870:7387870,7377715:7381471
FBtr0306168	ci-RB	4	-	57042:63042,52385:56291
FBtr0081349	barr-RB	2L	-	20060978:20066978,20060353:20060412
FBtr0332628	spirit-RD	X	-	8573594:8579594,8573000:8573513
FBtr0076950	velo-RA	3L	-	6752753:6758753,6751444:6752160
FBtr0082043	GstZ2-RC	3R	-	9459177:9465177,9458773:9459128
FBtr0303416	CG42780-RA	X	-	7332192:7338192,7332009:7332067
FBtr0302303	CG14995-RG	3L	-	4103257:4109257,4103000:4103065
FBtr0346511	CG15535-RB	3R	-	30423930:30429930,30423640:30423710
FBtr0080234	AstC-RA	2L	-	11081400:11087400,11077239:11081154
FBtr0088766	CG2127-RB	2R	-	8370039:8376039,8369881:8369936
FBtr0331455	RpS26-RD	2L	-	18443229:18449229,18443071:18443153
FBtr0077560	Sr-CIV-RA	2L	-	3524057:3530057,3523673:3523753
FBtr0345208	CG17931-RD	3R	-	16359319:16365319,16358789:16359135
FBtr0110869	CG5946-RD	3L	-	11822276:11828276,11822093:11822225
FBtr0301293	DIP1-RH	X	-	21630149:21636149,21628710:21630067
FBtr0303818	CG42808-RA	2R	-	13574258:13580258
FBtr0088881	CG30380-RA	2R	-	7939660:7945660
FBtr0340191	CG2691-RB	X	-	13624409:13630409,13624107:13624164
FBtr0076960	SP1173-RA	3L	-	6703522:6709522,6692591:6703320
FBtr0079905	RpS2-RA	2L	-	9897522:9903522,9897132:9897473
FBtr0337055	prominin-like-RF	3L	-	3127725:3133725,3127026:3127653
FBtr0085411	CG11882-RA	3R	-	29148173:29154173,29147881:29147951
FBtr0075785	Nprl3-RB	3L	-	14001881:14007881,14001645:14001790
FBtr0083600	CG7142-RA	3R	-	18279523:18285523
FBtr0075232	blot-RD	3L	-	17421515:17427515,17409873:17421354
FBtr0345431	side-II-RB	2L	-	14972301:14978301,14963360:14971543
FBtr0332967	CG2225-RH	2L	-	21677531:21683531,21673273:21677499
FBtr0340213	EDTP-RC	2R	-	17444939:17450939,17434976:17444336
FBtr0301307	Grip84-RD	X	-	19565765:19571765,19565308:19565414
FBtr0306343	CG31522-RF	3R	-	4462884:4468884,4447955:4462627
FBtr0303686	para-RAJ	X	-	16527415:16533415,16522154:16527277
FBtr0087115	Picot-RB	2R	-	16659159:16665159,16657440:16658747
FBtr0333086	Dap160-RG	2L	-	21142348:21148348,21142013:21142239
FBtr0111054	Dscam1-RAF	2R	-	7381870:7387870,7377715:7381471
FBtr0077234	CG32521-RA	X	-	21281172:21287172,21279187:21281046
FBtr0304888	CG43101-RA	2R	-	15013523:15019523,15013363:15013434
FBtr0302605	CG2246-RH	3R	-	30601490:30607490,30601309:30601417
FBtr0074916	Su(z)12-RA	3L	-	19923463:19929463,19922732:19922799
FBtr0080231	Ge-1-RA	2L	-	11100889:11106889,11100575:11100658
FBtr0112810	kn-RC	2R	-	14807062:14813062,14798624:14806850
FBtr0087310	CG8249-RA	2R	-	15847363:15853363,15846183:15847140
FBtr0310009	rols-RF	3L	-	12056475:12062475,12055709:12056189
FBtr0340068	Picot-RD	2R	-	16667676:16673676,16667449:16667552
FBtr0309231	Cad74A-RC	3L	-	17379531:17385531,17378864:17379346
FBtr0331581	CG6685-RB	3L	-	9968318:9974318,9968042:9968105
FBtr0334978	pHCl-1-RK	3L	-	15899030:15905030,15893962:15898936
FBtr0330721	Ziz-RB	2L	-	7496308:7502308,7492227:7495513
FBtr0112940	CG3530-RC	2R	-	23396681:23402681,23393481:23396429
FBtr0085582	Tpi-RA	3R	-	30134600:30140600,30134095:30134279
FBtr0303824	CG42814-RA	3R	-	27229469:27235469
FBtr0079048	CG8891-RA	2L	-	4979380:4985380,4979086:4979145
FBtr0086061	scaf-RA	2R	-	5691207:5697207,5688039:5690788
FBtr0330093	Gem2-RB	3L	-	19100364:19106364,19100277:19100344
FBtr0303654	Hr78-RF	3L	-	21496942:21502942,21496742:21496820
FBtr0334933	Scp1-RB	2R	-	2968053:2974053,2967192:2967984
FBtr0300954	Asap-RC	2R	-	8123002:8129002,8119621:8122257
FBtr0333549	Rab35-RD	X	-	20159873:20165873,20158270:20158896
FBtr0334556	CG11334-RC	3R	-	31462468:31468468,31461969:31462396
FBtr0301835	nAChRalpha7-RE	X	-	19348448:19354448,19344151:19347638
FBtr0084744	AstA-RA	3R	-	24765072:24771072,24761831:24764853
FBtr0083119	CG6218-RA	3R	-	15343257:15349257,15342394:15342968
FBtr0340308	CG9281-RD	X	-	15710540:15716540,15708983:15710306
FBtr0074691	CG14196-RA	X	-	19241841:19247841,19238474:19241313
FBtr0077121	CG10576-RA	3L	-	5765502:5771502,5765185:5765341
FBtr0075089	CG12477-RA	3L	-	18723273:18729273,18723134:18723189
FBtr0073246	ago-RB	3L	-	4254053:4260053,4253078:4253989
FBtr0082314	CG14691-RA	3R	-	10755635:10761635,10755107:10755171
FBtr0332566	CG43861-RC	2L	-	20017283:20023283,19999374:20016820
FBtr0346959	unc-104-RI	2R	-	16772501:16778501,16763341:16772254
FBtr0074971	CG14100-RA	3L	-	19590525:19596525,19589343:19589403
FBtr0078955	CG9776-RA	3R	-	4334072:4340072,4333160:4333222
FBtr0303264	DAAM-RD	X	-	1308473:1314473,1295937:1308076
FBtr0333027	CG17364-RD	3L	-	13993401:13999401,13986169:13992829
FBtr0072046	CG3124-RA	2R	-	23284114:23290114,23283854:23283912
FBtr0335459	mRpS21-RB	3R	-	13381810:13387810,13381504:13381563
FBtr0308838	pdgy-RC	X	-	14951795:14957795,14951212:14951575
FBtr0081058	CG31802-RA	2L	-	18209238:18215238
FBtr0114452	CG10353-RD	X	-	11887163:11893163,11885282:11886956
FBtr0290228	CG16775-RB	3L	-	17886646:17892646
FBtr0082011	CG31100-RA	3R	-	9001887:9007887,9000545:9001769
FBtr0075524	brm-RD	3L	-	15982870:15988870,15982564:15982803
FBtr0085049	TwdlQ-RA	3R	-	26693591:26699591,26693357:26693509
FBtr0078333	CG10587-RA	3L	-	20962556:20968556,20961783:20961936
FBtr0331999	atilla-RC	2L	-	12177753:12183753,12176975:12177544
FBtr0082767	CG9813-RC	3R	-	13379776:13385776,13379111:13379690
FBtr0072115	Gr59e-RA	2R	-	23542380:23548380,23541378:23541444
FBtr0340212	mthl3-RC	2R	-	17451297:17457297,17451033:17451089
FBtr0089687	CG14642-RB	3R	-	4242718:4248718,4242274:4242338
FBtr0085268	CG31053-RA	3R	-	27928175:27934175
FBtr0345025	velo-RD	3L	-	6747256:6753256,6746990:6747102
FBtr0079311	Tsp-RD	2L	-	6709087:6715087,6708579:6709053
FBtr0343855	bsh-RC	2L	-	19769068:19775068,19768015:19768487
FBtr0076078	CG5946-RB	3L	-	11822276:11828276,11822093:11822225
FBtr0072518	CG32845-RA	3L	-	273392:279392
FBtr0085771	CG15563-RA	3R	-	31232337:31238337
FBtr0335133	Duox-RC	2L	-	2830249:2836249,2827996:2830177
FBtr0339992	CG33467-RB	2R	-	15056242:15062242,15056133:15056191
FBtr0078212	knrl-RA	3L	-	20620660:20626660,20617461:20619742
FBtr0343757	pre-mod(mdg4)-J-RA	3R	-	21359769:21365769,21358597:21359585
FBtr0330649	CG17078-RD	2L	-	277213:283213,276904:276974
FBtr0112769	CG11741-RA	3R	-	8528878:8534878
FBtr0347276	CG46059-RB	2L	-	19183614:19189614,19183453:19183512
FBtr0075543	fwe-RC	3L	-	15816411:15822411,15816057:15816274
FBtr0113439	CG32581-RB	X	-	15799163:15805163,15798272:15799054
FBtr0081494	Ret-RB	2L	-	21198763:21204763,21195356:21198653
FBtr0079049	Gmd-RA	2L	-	4977024:4983024,4976656:4976759
FBtr0075297	CG3764-RA	3L	-	17002361:17008361,17001748:17002222
FBtr0300306	Sfp33A1-RA	2L	-	11754503:11760503,11754345:11754404
FBtr0088816	Obp44a-RA	2R	-	8135088:8141088,8134897:8134967
FBtr0085181	CG5984-RA	3R	-	27247993:27253993,27247596:27247674
FBtr0112791	Argk-RE	3L	-	9066028:9072028,9064518:9065708
FBtr0342744	Upf1-RB	X	-	11905372:11911372,11904948:11905035
FBtr0301280	CG14357-RB	3R	-	14112167:14118167,14111789:14111845
FBtr0076022	eIF3l-RA	3L	-	12146098:12152098,12145251:12145956
FBtr0347082	CG14459-RE	3L	-	22637917:22643917,22615795:22637195
FBtr0306684	Nup188-RC	2R	-	12686180:12692180,12685985:12686047
FBtr0301660	tho2-RB	2L	-	2145188:2151188,2144626:2144805
FBtr0300950	CG30283-RB	2R	-	21540574:21546574,21540291:21540348
FBtr0088240	Taf5-RA	2R	-	10879674:10885674
FBtr0336628	l(2)37Cg-RD	2L	-	19135234:19141234,19133822:19134930
FBtr0073987	CG12539-RA	X	-	14844758:14850758,14844526:14844582
FBtr0077419	CG15631-RA	2L	-	4734459:4740459,4734255:4734306
FBtr0114561	Dredd-RF	X	-	635546:641546,635290:635394
FBtr0082312	CG31272-RA	3R	-	10759399:10765399,10758816:10759144
FBtr0309237	Tao-RH	X	-	19579741:19585741,19577595:19579398
FBtr0344860	pes-RG	2L	-	7993578:7999578,7991620:7993352
FBtr0079380	CG17376-RB	2L	-	6800895:6806895,6800699:6800753
FBtr0079039	Rtnl1-RB	2L	-	5006566:5012566,5004775:5006384
FBtr0075787	CG17359-RA	3L	-	13999252:14005252
FBtr0340414	tay-RD	X	-	15887312:15893312,15885944:15887013
FBtr0074251	disco-r-RA	X	-	16148978:16154978,16147210:16148742
FBtr0300621	Teh2-RB	3L	-	4188024:4194024,4182874:4187673
FBtr0273306	Duba-RF	3L	-	11609466:11615466,11609189:11609286
FBtr0076554	Galk-RB	3L	-	8986092:8992092,8985668:8985977
FBtr0346153	MtnB-RC	3R	-	20503619:20509619,20503445:20503506
FBtr0076710	CG7185-RA	3L	-	8315503:8321503,8314677:8315072
FBtr0335229	CG2747-RE	3R	-	8027175:8033175,8025070:8026777
FBtr0079086	tkv-RA	2L	-	5271385:5277385,5241507:5271266
FBtr0300297	Sfp24Bb-RA	2L	-	3669776:3675776,3669584:3669643
FBtr0112691	mute-RC	2R	-	16955267:16961267,16954590:16954655
FBtr0083374	Sf3a1-RA	3R	-	17002356:17008356,17002029:17002151
FBtr0339295	Sfp70A4-RB	3L	-	13296861:13302861
FBtr0088252	CG7637-RA	2R	-	10810937:10816937,10810758:10810823
FBtr0072648	trio-RE	3L	-	1000568:1006568,999683:1000378
